Publication Type;Authors;Book Authors;Book Editors;Book Group Authors;Author Full Names;Book Author Full Names;Group Authors;Article Title;Source Title;Book Series Title;Book Series Subtitle;Language;Document Type;Conference Title;Conference Date;Conference Location;Conference Sponsor;Conference Host;Author Keywords;Keywords Plus;Abstract;Addresses;Reprint Addresses;Email Addresses;Researcher Ids;ORCIDs;Funding Orgs;Funding Text;Cited References;Cited Reference Count;Times Cited, WoS Core;Times Cited, All Databases;180 Day Usage Count;Since 2013 Usage Count;Publisher;Publisher City;Publisher Address;ISSN;eISSN;ISBN;Journal Abbreviation;Journal ISO Abbreviation;Publication Date;Publication Year;Volume;Issue;Part Number;Supplement;Special Issue;Meeting Abstract;Start Page;End Page;Article Number;DOI;Book DOI;Early Access Date;Number of Pages;WoS Categories;Research Areas;IDS Number;UT (Unique WOS ID);Pubmed Id;Open Access Designations;Highly Cited Status;Hot Paper Status;Date of Export;
J;Tamatea, L;;;;Tamatea, Laurence;;;ONLINE BUDDHIST AND CHRISTIAN RESPONSES TO ARTIFICIAL INTELLIGENCE;ZYGON;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0591-2385;;;;;DEC;2010;45;4;;;;;979;1002;;10.1111/j.1467-9744.2010.01145.x;;;;;;;WOS:000284276400012;;;;;;
J;"Lesiak, B; Zemek, J; Jiricek, P; Stobinski, L; Jozwik, A";;;;"Lesiak, Beata; Zemek, Josef; Jiricek, Petr; Stobinski, Leszek; Jozwik, Adam";;;The line shape analysis of electron spectroscopy spectra by the artificial intelligence methods for identification of C sp(2)/sp(3) bonds;PHYSICA STATUS SOLIDI B-BASIC SOLID STATE PHYSICS;;;;;24th International Winterschool on Electronic Properties of Novel Materials - Molecular Nanostructures (IWEPNM 2010);MAR 06-13, 2010;Kirchberg/Tirol, AUSTRIA;Appl Nanofluorescence, Bruker Opt, Graphene Ind Ltd, HORIBA Jobin Yvon GmbH, NACALAI TESQUE, INC, SINEUROP Nanotech GmbH, Wiley-VCH Verlag GmbH & Co.;;;;;;;;"Jiricek, Petr/G-6428-2014; Zemek, Josef/G-6203-2014";"Jiricek, Petr/0000-0001-6573-5671; Jozwik, Adam/0000-0002-3287-7064; Lesiak-Orlowska, Beata/0000-0003-2633-8483";;;;;;;;;;;;0370-1972;1521-3951;;;;DEC;2010;247;11-12;;;;;2838;2842;;10.1002/pssb.201000245;;;;;;;WOS:000285798400049;;;;;;
J;Geraci, RM;;;;Geraci, Robert M.;;;THE POPULAR APPEAL OF APOCALYPTIC AI;ZYGON;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0591-2385;;;;;DEC;2010;45;4;;;;;1003;1020;;10.1111/j.1467-9744.2010.01146.x;;;;;;;WOS:000284276400013;;;;;;
S;"Zhou, Q; Wu, YX; Chan, CW; Tontiwachwuthikul, P";;"Gale, J; Hendriks, C; Turkenberg, W";;"Zhou, Qing; Wu, Yuxiang; Chan, Christine W.; Tontiwachwuthikul, Paitoon";;;From neural network to neuro-fuzzy modeling: applications to the carbon dioxide capture process;10TH INTERNATIONAL CONFERENCE ON GREENHOUSE GAS CONTROL TECHNOLOGIES;Energy Procedia;;;;10th International Conference on Greenhouse Gas Control Technologies;SEP 19-23, 2010;Amsterdam, NETHERLANDS;;;;;;;;;;;;;;;;;;;;;;1876-6102;;;;;;2011;4;;;;;;2066;2073;;10.1016/j.egypro.2011.02.089;;;;;;;WOS:000298299702042;;;;;;
S;"Liwicki, M; Malik, MI; van den Heuvel, CE; Chen, XH; Berger, C; Stoel, R; Blumenstein, M; Found, B";;;IEEE;"Liwicki, Marcus; Malik, Muhammad Imran; van den Heuvel, C. Elisa; Chen, Xiaohong; Berger, Charles; Stoel, Reinoud; Blumenstein, Michael; Found, Bryan";;;Signature Verification Competition for Online and Offline Skilled Forgeries (SigComp2011);11TH INTERNATIONAL CONFERENCE ON DOCUMENT ANALYSIS AND RECOGNITION (ICDAR 2011);Proceedings of the International Conference on Document Analysis and Recognition;;;;11th International Conference on Document Analysis and Recognition (ICDAR);SEP 18-21, 2011;Beijing, PEOPLES R CHINA;Chinese Acad Sci, FOUNDER, NSFC, FUJITSU, Hanvon Technol, Green Apple Data Ctr, ABBYY, Raytheon BBN Technologies, Nuance, A2iA, ITESOFT, Int Assoc Pattern Recognit, TC10 Graph Recognit & TC11 Reading Syst, CAA, Tsinghua Univ, CASIA, HITACHI;;;;;;;;;Berger, Charles/0000-0002-0732-8864;;;;;;;;;;;;1520-5363;;978-0-7695-4520-2;;;;2011;;;;;;;1480;1484;;10.1109/ICDAR.2011.294;;;;;;;WOS:000343450700294;;;;;;
S;"Gratie, C; Florea, AM";;"Ida, T; Negru, V; Jebelean, T; Petcu, D; Watt, S; Zaharie, D";;"Gratie, Cristian; Florea, Adina Magda";;;Generic Representation for Extension-Based Semantics of Argumentation Frameworks;12TH INTERNATIONAL SYMPOSIUM ON SYMBOLIC AND NUMERIC ALGORITHMS FOR SCIENTIFIC COMPUTING (SYNASC 2010);International Symposium on Symbolic and Numeric Algorithms for Scientific Computing;;;;12th International Symposium on Symbolic and Numeric Algorithms for Scientific Computing (SYNASC);SEP 23-26, 2010;W Univ Timisoara, Timisoara, ROMANIA;Johannes Kepler Univ Linz, Res Inst Symbol Computat, Res Inst e-Austria;W Univ Timisoara;;;;;;;"Florea, Adina Magda/AAM-2058-2020; Florea, Adina Magda/G-5326-2016";"Florea, Adina Magda/0000-0001-7249-1871; Gratie, Cristian/0000-0001-9294-2289";;;;;;;;;;;;2470-8801;;978-0-7695-4324-6;;;;2011;;;;;;;182;187;;10.1109/SYNASC.2010.86;;;;;;;WOS:000349920700026;;;;;;
B;"Heinimaki, TJ; Vanhatupa, JM";;Penjam, J;;"Heinimaki, Teemu J.; Vanhatupa, Juha-Matti";;;Layered Artificial Intelligence Framework for Autonomous Agents;12TH SYMPOSIUM ON PROGRAMMING LANGUAGES AND SOFTWARE TOOLS, SPLST' 11;;;;;12th Symposium on Programming Languages and Software Tools, SPLST' 11;OCT 05-07, 2011;Tallinn Univ Technol, Inst Cybernet, Tallinn, ESTONIA;Estonian Ctr Excellence Comp Sci, European Regional Dev Fund;Tallinn Univ Technol, Inst Cybernet;;;;;;;;;;;;;;;;;;;;;;978-9949-23-178-2;;;;2011;;;;;;;102;113;;;;;;;;;WOS:000328999800010;;;;;;
B;"Alberghs, G; Grigorenko, P; Kivimaa, J";;Penjam, J;;"Alberghs, Geert; Grigorenko, Pavel; Kivimaa, Jyri";;;Quantitative System Reliability Approach for Optimizing IT Security Costs in an AT Environment;12TH SYMPOSIUM ON PROGRAMMING LANGUAGES AND SOFTWARE TOOLS, SPLST' 11;;;;;12th Symposium on Programming Languages and Software Tools (SPLST);OCT 05-07, 2011;Tallinn Univ Technol, Inst Cybernet, Tallinn, ESTONIA;Estonian Ctr Excellence Comp Sci, European Regional Dev Fund;Tallinn Univ Technol, Inst Cybernet;;;;;;;;;;;;;;;;;;;;;;978-9949-23-178-2;;;;2011;;;;;;;219;230;;;;;;;;;WOS:000328999800021;;;;;;
B;"Burget, R; Smirg, O; Kerkovsky, M; Smekal, Z; Sprlakova-Pukova, A";;"Vrba, K; Koton, J; Krajsa, O";;"Burget, Radim; Smirg, Ondrej; Kerkovsky, Milos; Smekal, Zdenek; Sprlakova-Pukova, Andrea";;;Automatic segmentation of focal lesions in the brain, using artificial intelligence methods;13TH INTERNATIONAL CONFERENCE ON RESEARCH IN TELECOMMUNICATION TECHNOLOGIES, RTT2011;;;;;13th International Conference on Research in Telecommunication Technologies (RTT 2011);SEP 07-09, 2011;Techov, CZECH REPUBLIC;Brno Univ Technol, CESA Engn;;;;;;;;;;;;;;;;;;;;;;;978-80-214-4283-2;;;;2011;;;;;;;179;182;;;;;;;;;WOS:000393726100041;;;;;;
S;"Moga, H; Antonya, C";;;Nicolae Balcescu Land Forces Acad;"Moga, Horatiu; Antonya, Csaba";;;INTELLIGENT EMOTIONAL AGENT APPROACH FOR SUBSTITUTE ROBOT TEACHER DESIGN;17TH INTERNATIONAL CONFERENCE - THE KNOWLEDGE-BASED ORGANIZATION: APPLIED TECHNICAL SCIENCES AND ADVANCED MILITARY TECHNOLOGIES, CONFERENCE PROCEEDING 3;Knowledge Based Organization International Conference;;;;17th International Conference on the Knowledge-Based Organization (KBO 2011);NOV 24-26, 2011;Sibiu, ROMANIA;Nicolae Balcescu Land Forces Acad;;;;;;;;Antonya, Csaba/AAA-6217-2019;Antonya, Csaba/0000-0002-0139-5425;;;;;;;;;;;;1843-6722;;;;;;2011;;;;;;;305;310;;;;;;;;;WOS:000393448400054;;;;;;
S;"Vizitiu, IC; Teodoru, E";;;Nicolae Balcescu Land Forces Acad;"Vizitiu, Iulian-Constantin; Teodoru, Emil";;;GAMLP SYSTEMS: A COMPARATIVE OVERVIEW;17TH INTERNATIONAL CONFERENCE - THE KNOWLEDGE-BASED ORGANIZATION: APPLIED TECHNICAL SCIENCES AND ADVANCED MILITARY TECHNOLOGIES, CONFERENCE PROCEEDING 3;Knowledge Based Organization International Conference;;;;17th International Conference on the Knowledge-Based Organization (KBO 2011);NOV 24-26, 2011;Sibiu, ROMANIA;Nicolae Balcescu Land Forces Acad;;;;;;;;Teodoru, Emil/V-1334-2017;Teodoru, Emil/0000-0001-7979-3397;;;;;;;;;;;;1843-6722;;;;;;2011;;;;;;;371;377;;;;;;;;;WOS:000393448400066;;;;;;
S;Dumitrescu, M;;;Nicolae Balcescu Land Forces Acad;Dumitrescu, Mihaela;;;ARTIFICIAL INTELLIGENCE IN KNOWLEDGE BASED ECONOMY;17TH INTERNATIONAL CONFERENCE THE KNOWLEDGE-BASED ORGANIZATION, CONFERENCE PROCEEDINGS 2: ECONOMIC, SOCIAL AND ADMINISTRATIVE APPROACHES TO THE KNOWLEDGE-BASED ORGANIZATION;Knowledge Based Organization International Conference;;;;17th International Conference on the Knowledge-Based Organization;NOV 24-26, 2011;Sibiu, ROMANIA;Nicolae Balcescu Land Forces Acad;;;;;;;;;;;;;;;;;;;;;1843-6722;;;;;;2011;2;;;;;;104;108;;;;;;;;;WOS:000379448500015;;;;;;
S;"Coustaty, M; Raveaux, R; Ogier, JM";;"Mestre, X; Hernando, J; Pardas, M";;"Coustaty, Mickael; Raveaux, Romain; Ogier, Jean-Marc";;;HISTORICAL DOCUMENT ANALYSIS: A REVIEW OF FRENCH PROJECTS AND OPEN ISSUES;19TH EUROPEAN SIGNAL PROCESSING CONFERENCE (EUSIPCO-2011);European Signal Processing Conference;;;;19th European Signal Processing Conference (EUSIPCO);AUG 29-SEP 02, 2011;Barcelona, SPAIN;Ctr Tecnol Telecomunicac Catalunya, European Assoc Signal Speech & Image Proc;;;;;;;;Coustaty, Mickael/P-7464-2019;Coustaty, Mickael/0000-0002-0123-439X;;;;;;;;;;;;2076-1465;;;;;;2011;;;;;;;1445;1449;;;;;;;;;WOS:000377963100293;;;;;;
B;"Car, NJ; Moore, GA";;"Chan, F; Marinova, D; Anderssen, RS";;"Car, N. J.; Moore, G. A.";;;Bridging the gap between modelling advice and irrigator solutions through empirical reasoning techniques;19TH INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION (MODSIM2011);;;;;MSSANZ 19th Biennial Congress on Modelling and Simulation (MODSIM);DEC 12-16, 2011;Perth, AUSTRALIA;CSIRO, Australian Govt, Bur Meteorol, Per Convent & Exhibit Ctr, Perth Convent Bur, Curtin Univ, Australian Math Soc, Australian & New Zealand Ind & Appl Math, Australian Math Sci Inst, Maralte Publishers, Econ Soc Australian, HEMA Consulting, Simulat Australia, Stat Soc Australia Inc, Modelling & Simulat Soc Australia & New Zealand Inc, Int Assoc Math & Comp Simulat;;;;;;;;"Moore, Graham A/G-9459-2011; Car, Nicholas J/G-9490-2013";"Moore, Graham A/0000-0002-0095-5718; Car, Nicholas J/0000-0002-8742-7730";;;;;;;;;;;;;;978-0-9872143-1-7;;;;2011;;;;;;;767;773;;;;;;;;;WOS:000314989300102;;;;;;
B;"Mirfendereski, GA; Mousavi, SJ";;"Chan, F; Marinova, D; Anderssen, RS";;"Mirfendereski, G. A.; Mousavi, S. Jamshid";;;Comparison of Support Vector Machines and Response Surface Models in Meta-Modeling Applied in Basin-Scale Optimum Water Allocation;19TH INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION (MODSIM2011);;;;;19th International Congress on Modelling and Simulation (MODSIM);DEC 12-16, 2011;Perth, AUSTRALIA;CSIRO, Australian Govt, Bur Meteorol, Per Convent & Exhibit Ctr, Perth Convent Bur, Curtin Univ, Australian Math Soc (Aust MS), Australian & New Zealand Ind & Appl Math (ANZIAM), Australian Math Sci Inst (AMSI), Maralte Publishers, Econ Soc Australian (ESA), HEMA Consulting, Simulat Australia, Stat Soc Australia Inc (SSAI), Modelling & Simulat Soc Australia & New Zealand Inc (MSSANZ), Int Assoc Math & Comp Simulat (IMACS);;;;;;;;;Mousavi, S. Jamshid/0000-0002-5318-9738;;;;;;;;;;;;;;978-0-9872143-1-7;;;;2011;;;;;;;1237;1243;;;;;;;;;WOS:000314989301037;;;;;;
B;"Booty, WG; Wong, IWS; McCrimmon, RC; Leon, LF; Fong, P; Richard, CL";;"Chan, F; Marinova, D; Anderssen, RS";;"Booty, W. G.; Wong, I. W. S.; McCrimmon, R. C.; Leon, L. F.; Fong, P.; Richard, C. L.";;;A two-way calibration of the SWAT and OneLay/PolTra models using integrated modelling approach for the Lake Winnipeg Basin;19TH INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION (MODSIM2011);;;;;19th International Congress on Modelling and Simulation (MODSIM);DEC 12-16, 2011;Perth, AUSTRALIA;CSIRO, Australian Govt, Bur Meteorol, Per Convent & Exhibit Ctr, Perth Convent Bur, Curtin Univ, Australian Math Soc (Aust MS), Australian & New Zealand Ind & Appl Math (ANZIAM), Australian Math Sci Inst (AMSI), Maralte Publishers, Econ Soc Australian (ESA), HEMA Consulting, Simulat Australia, Stat Soc Australia Inc (SSAI), Modelling & Simulat Soc Australia & New Zealand Inc (MSSANZ), Int Assoc Math & Comp Simulat (IMACS);;;;;;;;;;;;;;;;;;;;;;;978-0-9872143-1-7;;;;2011;;;;;;;2296;2302;;;;;;;;;WOS:000314989302041;;;;;;
S;"Pellier, D; Bouzy, B; Metivier, M";;;IEEE;"Pellier, Damien; Bouzy, Bruno; Metivier, Marc";;;Using a Goal-Agenda and Committed Actions in Real-Time Planning;2011 23RD IEEE INTERNATIONAL CONFERENCE ON TOOLS WITH ARTIFICIAL INTELLIGENCE (ICTAI 2011);Proceedings-International Conference on Tools With Artificial Intelligence;;;;23rd IEEE International Conference on Tools with Artificial Intelligence (ICTAI);NOV 07-09, 2011;Boca Raton, FL;IEEE, IEEE Comp Soc, IEEE Comp Soc Tech Comm Multimedia Comp (TCMC), Bio & Artificial Intelligence Soc (BAIS), Florida Atlant Univ (FAU), Univ Technol, Ctr Quantum Comp & Intelligent Syst (UTS-QCIS), Tsinghua Univ, Arnetminer;;;;;;;;;;;;;;;;;;;;;1082-3409;;978-0-7695-4596-7;;;;2011;;;;;;;74;81;;10.1109/ICTAI.2011.20;;;;;;;WOS:000299009900011;;;;;;
S;"Bourgne, G; Inoue, K";;;IEEE;"Bourgne, Gauvain; Inoue, Katsumi";;;Partition-Based Consequence Finding;2011 23RD IEEE INTERNATIONAL CONFERENCE ON TOOLS WITH ARTIFICIAL INTELLIGENCE (ICTAI 2011);Proceedings-International Conference on Tools With Artificial Intelligence;;;;23rd IEEE International Conference on Tools with Artificial Intelligence (ICTAI);NOV 07-09, 2011;Boca Raton, FL;IEEE, IEEE Comp Soc, IEEE Comp Soc Tech Comm Multimedia Comp (TCMC), Bio & Artificial Intelligence Soc (BAIS), Florida Atlant Univ (FAU), Univ Technol, Ctr Quantum Comp & Intelligent Syst (UTS-QCIS), Tsinghua Univ, Arnetminer;;;;;;;;;Inoue, Katsumi/0000-0002-2717-9122;;;;;;;;;;;;1082-3409;;978-0-7695-4596-7;;;;2011;;;;;;;641;648;;10.1109/ICTAI.2011.102;;;;;;;WOS:000299009900095;;;;;;
S;"Sheng, XX; Thuente, D";;;IEEE;"Sheng, Xinxin; Thuente, David";;;Contextual Decision Making in General Game Playing;2011 23RD IEEE INTERNATIONAL CONFERENCE ON TOOLS WITH ARTIFICIAL INTELLIGENCE (ICTAI 2011);Proceedings-International Conference on Tools With Artificial Intelligence;;;;23rd IEEE International Conference on Tools with Artificial Intelligence (ICTAI);NOV 07-09, 2011;Boca Raton, FL;IEEE, IEEE Comp Soc, IEEE Comp Soc Tech Comm Multimedia Comp (TCMC), Bio & Artificial Intelligence Soc (BAIS), Florida Atlant Univ (FAU), Univ Technol, Ctr Quantum Comp & Intelligent Syst (UTS-QCIS), Tsinghua Univ, Arnetminer;;;;;;;;;;;;;;;;;;;;;1082-3409;;978-0-7695-4596-7;;;;2011;;;;;;;679;684;;10.1109/ICTAI.2011.108;;;;;;;WOS:000299009900101;;;;;;
S;"Belard, N; Pencole, Y; Combacau, M";;;IEEE;"Belard, Nuno; Pencole, Yannick; Combacau, Michel";;;MEDITO: A logic-based meta-diagnosis tool;2011 23RD IEEE INTERNATIONAL CONFERENCE ON TOOLS WITH ARTIFICIAL INTELLIGENCE (ICTAI 2011);Proceedings-International Conference on Tools With Artificial Intelligence;;;;23rd IEEE International Conference on Tools with Artificial Intelligence (ICTAI);NOV 07-09, 2011;Boca Raton, FL;IEEE, IEEE Comp Soc, IEEE Comp Soc Tech Comm Multimedia Comp (TCMC), Bio & Artificial Intelligence Soc (BAIS), Florida Atlant Univ (FAU), Univ Technol, Ctr Quantum Comp & Intelligent Syst (UTS-QCIS), Tsinghua Univ, Arnetminer;;;;;;;;;;;;;;;;;;;;;1082-3409;;978-0-7695-4596-7;;;;2011;;;;;;;709;716;;10.1109/ICTAI.2011.112;;;;;;;WOS:000299009900105;;;;;;
S;"Habib, SJ; Marimuthu, PN";;;IEEE;"Habib, Sami J.; Marimuthu, Paulvanna N.";;;Molecular Assembly Tool for Synthesizing Multitier Computer Networks;2011 23RD IEEE INTERNATIONAL CONFERENCE ON TOOLS WITH ARTIFICIAL INTELLIGENCE (ICTAI 2011);Proceedings-International Conference on Tools With Artificial Intelligence;;;;23rd IEEE International Conference on Tools with Artificial Intelligence (ICTAI);NOV 07-09, 2011;Boca Raton, FL;IEEE, IEEE Comp Soc, IEEE Comp Soc Tech Comm Multimedia Comp (TCMC), Bio & Artificial Intelligence Soc (BAIS), Florida Atlant Univ (FAU), Univ Technol, Ctr Quantum Comp & Intelligent Syst (UTS-QCIS), Tsinghua Univ, Arnetminer;;;;;;;;;;;;;;;;;;;;;1082-3409;;978-0-7695-4596-7;;;;2011;;;;;;;887;888;;10.1109/ICTAI.2011.141;;;;;;;WOS:000299009900134;;;;;;
S;"Nguyen, PH; Kling, WL; Kamphuis, IG; Ribeiro, PF";;;IEEE;"Nguyen, P. H.; Kling, W. L.; Kamphuis, I. G.; Ribeiro, P. F.";;;Integration of agent-based functions to facilitate operation of Smart Distribution Networks;2011 2ND IEEE PES INTERNATIONAL CONFERENCE AND EXHIBITION ON INNOVATIVE SMART GRID TECHNOLOGIES (ISGT EUROPE);IEEE PES Innovative Smart Grid Technologies Conference Europe;;;;2nd IEEE PES International Conference and Exhibition on Innovative Smart Grid Technologies (ISGT Europe);DEC 05-07, 2011;Univ Manchester, Manchester, ENGLAND;IEEE Power & Energy Soc;Univ Manchester;;;;;;;Nguyen, Phuong H./C-6762-2011;Nguyen, Phuong H./0000-0003-1124-2710;;;;;;;;;;;;2165-4816;;978-1-4577-1421-4;;;;2011;;;;;;;;;;;;;;;;;WOS:000407001900227;;;;;;
S;"Gong, T; Du, CX";;;IEEE;"Gong Tao; Du Changxing";;;Progress on Investigating Immune Computation;2011 30TH CHINESE CONTROL CONFERENCE (CCC);Chinese Control Conference;;;;30th Chinese Control Conference;JUL 22-24, 2011;Yantai, PEOPLES R CHINA;;;;;;;;;;;;;;;;;;;;;;2161-2927;;978-988-17255-9-2;;;;2011;;;;;;;5363;5367;;;;;;;;;WOS:000312652105094;;;;;;
S;"Wei, SH; Jiang, W";;Zhou, M;;"Wei, Shiheng; Jiang, Wei";;;Human Posture Recognition for Human-Robot Interaction;2011 3RD WORLD CONGRESS IN APPLIED COMPUTING, COMPUTER SCIENCE, AND COMPUTER ENGINEERING (ACC 2011), VOL 4;Advances in Communication Technology;;;;3rd World Congress in Applied Computing, Computer Science, and Computer Engineering (ACC 2011);JUL 16-17, 2011;Kota Kinabalu, MALAYSIA;;;;;;;;;;;;;;;;;;;;;;2160-0708;;978-1-61275-993-7;;;;2011;4;;;;;;305;310;;;;;;;;;WOS:000307435600049;;;;;;
B;"Wang, Z; Li, YJ";;"Yang, F; Ma, Y; Wang, W; Huang, X";;"Wang, Zhi; Li, Yanjing";;;MAIN CHALLENGES IN PRACTICAL APPLICATIONS OF COGNITIVE RADIO;2011 4TH IEEE INTERNATIONAL CONFERENCE ON BROADBAND NETWORK AND MULTIMEDIA TECHNOLOGY (4TH IEEE IC-BNMT2011);;;;;4th IEEE International Conference on Broadband Network and Multimedia Technology (IEEE IC-BNMT 2011);OCT 28-30, 2011;Shenzhen, PEOPLES R CHINA;IEEE Beijing Sect, Chinese Assoc Artificial Intelligence, Beijing Univ Posts & Telecommun, Norges Teknisk Naturvitenskapelige Univ, Int Business Machines, Nat Sci Fdn China, Inst Engn & Technol UK;;;;;;;;;;;;;;;;;;;;;;;978-1-61284-156-4;;;;2011;;;;;;;478;482;;;;;;;;;WOS:000393848500098;;;;;;
B;"El Alami, M; Romero, M; de Arriaga, F";;"Torres, IC; Chova, LG; Martinez, AL";;"El Alami, M.; Romero, M.; de Arriaga, F.";;;QUALITY ASSESSMENT OF INTELLIGENT E-LEARNING SYSTEMS;2011 4TH INTERNATIONAL CONFERENCE OF EDUCATION, RESEARCH AND INNOVATION (ICERI);;;;;4th International Conference of Education, Research and Innovation (ICERI);NOV 14-16, 2011;Madrid, SPAIN;;;;;;;;;;;;;;;;;;;;;;;;978-84-615-3324-4;;;;2011;;;;;;;1162;1171;;;;;;;;;WOS:000317080001026;;;;;;
B;Neamtu, R;;"Torres, IC; Chova, LG; Martinez, AL";;Neamtu, Rodica;;;CROSSROADS OF THE DIGITAL AND REAL WORLDS: VIRTUAL FIELD TRIPS FOR ONLINE AND BLENDED COURSES;2011 4TH INTERNATIONAL CONFERENCE OF EDUCATION, RESEARCH AND INNOVATION (ICERI);;;;;4th International Conference of Education, Research and Innovation (ICERI);NOV 14-16, 2011;Madrid, SPAIN;;;;;;;;;;;;;;;;;;;;;;;;978-84-615-3324-4;;;;2011;;;;;;;2243;2251;;;;;;;;;WOS:000317080002035;;;;;;
B;"Suarez, MDA; Roca, MD; Gil, FJ";;"Torres, IC; Chova, LG; Martinez, AL";;"Afonso Suarez, Maria Dolores; Diaz Roca, Margarita; Gil, Francisco J.";;;PCL EVOLUTION PROJECT, GATHERING INFORMATION TO IMPROVE TEACHING-LEARNING PROCESSES;2011 4TH INTERNATIONAL CONFERENCE OF EDUCATION, RESEARCH AND INNOVATION (ICERI);;;;;4th International Conference of Education, Research and Innovation (ICERI);NOV 14-16, 2011;Madrid, SPAIN;;;;;;;;;Alvarez-Gil, Francisco J./G-9552-2017;Alvarez-Gil, Francisco J./0000-0002-8752-9091;;;;;;;;;;;;;;978-84-615-3324-4;;;;2011;;;;;;;2721;2729;;;;;;;;;WOS:000317080002099;;;;;;
B;"Muntaner, E; Innocenti, B; Cufi, X; Figueras, A; de la Rosa, JL; Roca, J; Estebanell, M; Echazarreta, C; Freixenet, J";;"Torres, IC; Chova, LG; Martinez, AL";;"Muntaner, Eduard; Innocenti, Bianca; Cufi, Xavier; Figueras, Albert; de la Rosa, Josep Ll.; Roca, Joseta; Estebanell, Meritxell; Echazarreta, Carmen; Freixenet, Jordi";;;UDIGITAL.EDU: ENCOURAGING CREATIVE LEARNING AND CRITICAL THINKING THROUGH INFORMATION AND COMMUNICATION TECHNOLOGIES;2011 4TH INTERNATIONAL CONFERENCE OF EDUCATION, RESEARCH AND INNOVATION (ICERI);;;;;4th International Conference of Education, Research and Innovation (ICERI);NOV 14-16, 2011;Madrid, SPAIN;;;;;;;;;"de la Rosa, Josep Lluis/A-5921-2013; Innocenti Badano, Bianca/F-3102-2016; Freixenet, Jordi/I-1689-2014";"Innocenti Badano, Bianca/0000-0002-1544-9658; Freixenet, Jordi/0000-0001-9524-3328";;;;;;;;;;;;;;978-84-615-3324-4;;;;2011;;;;;;;3294;3299;;;;;;;;;WOS:000317080003048;;;;;;
B;"El Bouhdidi, J; Ghailani, M; Fennan, A";;"Torres, IC; Chova, LG; Martinez, AL";;"El Bouhdidi, Jaber; Ghailani, Mohamed; Fennan, Abdelhadi";;;A DYNAMIC COMPOSITION OF ADAPTIVE COURSES BASED ON A MULTI-AGENT SYSTEM AND NEURAL NETWORKS;2011 4TH INTERNATIONAL CONFERENCE OF EDUCATION, RESEARCH AND INNOVATION (ICERI);;;;;4th International Conference of Education, Research and Innovation (ICERI);NOV 14-16, 2011;Madrid, SPAIN;;;;;;;;;;;;;;;;;;;;;;;;978-84-615-3324-4;;;;2011;;;;;;;3864;3872;;;;;;;;;WOS:000317080003129;;;;;;
B;"Lin, LMTM; Yong, GB; Fiona, PJC; Amin, SBM";;"Torres, IC; Chova, LG; Martinez, AL";;"Lin, Lynda Marie Toh Mei; Yong, Gan Bee; Fiona, Pua Jour Chuan; Amin, Sharizah Binte Mohamed";;;DIGITAL NATIVES LEARNING THE PERIODIC TABLE VIA MICROSOFT NETWORK INSTANT MESSAGING;2011 4TH INTERNATIONAL CONFERENCE OF EDUCATION, RESEARCH AND INNOVATION (ICERI);;;;;4th International Conference of Education, Research and Innovation (ICERI);NOV 14-16, 2011;Madrid, SPAIN;;;;;;;;;;;;;;;;;;;;;;;;978-84-615-3324-4;;;;2011;;;;;;;5459;5467;;;;;;;;;WOS:000317080005061;;;;;;
B;"Falomir, Z; Museros, L; Escrig, MT";;"Torres, IC; Chova, LG; Martinez, AL";;"Falomir, Zoe; Museros, Lledo; Escrig, M. T.";;;MIXING A TEACHING METHODOLOGY BASED ON 'LEARNING BY PROJECTS' WITH A 'CO-EVALUATION' ASSESSMENT FOR ENHANCING COMPETENCES OF STUDENTS IN ARTIFICIAL INTELLIGENCE;2011 4TH INTERNATIONAL CONFERENCE OF EDUCATION, RESEARCH AND INNOVATION (ICERI);;;;;4th International Conference of Education, Research and Innovation (ICERI);NOV 14-16, 2011;Madrid, SPAIN;;;;;;;;;Falomir, Zoe/L-4639-2014;Falomir, Zoe/0000-0002-6398-8488;;;;;;;;;;;;;;978-84-615-3324-4;;;;2011;;;;;;;6187;6192;;;;;;;;;WOS:000317080006030;;;;;;
S;"Bedia, MG; Aguilera, M; Castillo, LF; Uribe, L; Manrique, MJ; Isaza, G";;;IEEE;"Bedia, Manuel G.; Aguilera, Miguel; Castillo, Luis F.; Uribe, Lorena; Manrique, Marlon J.; Isaza, Gustavo";;;Case-based reasoning and real-time systems: exploiting successfully poorer solutions;2011 6TH COLOMBIAN COMPUTING CONGRESS (CCC);Computing Colombian Conference;;;;6th Colombian Computing Congress (CCC);MAY 04-06, 2011;Manizales, COLOMBIA;;;;;;;;;Aguilera, Miguel/Q-9512-2019;Aguilera, Miguel/0000-0002-3366-4706;;;;;;;;;;;;2378-8216;;978-1-4577-0286-0;;;;2011;;;;;;;;;;;;;;;;;WOS:000395290900030;;;;;;
