Publication Type;Authors;Book Authors;Book Editors;Book Group Authors;Author Full Names;Book Author Full Names;Group Authors;Article Title;Source Title;Book Series Title;Book Series Subtitle;Language;Document Type;Conference Title;Conference Date;Conference Location;Conference Sponsor;Conference Host;Author Keywords;Keywords Plus;Abstract;Addresses;Reprint Addresses;Email Addresses;Researcher Ids;ORCIDs;Funding Orgs;Funding Text;Cited References;Cited Reference Count;Times Cited, WoS Core;Times Cited, All Databases;180 Day Usage Count;Since 2013 Usage Count;Publisher;Publisher City;Publisher Address;ISSN;eISSN;ISBN;Journal Abbreviation;Journal ISO Abbreviation;Publication Date;Publication Year;Volume;Issue;Part Number;Supplement;Special Issue;Meeting Abstract;Start Page;End Page;Article Number;DOI;Book DOI;Early Access Date;Number of Pages;WoS Categories;Research Areas;IDS Number;UT (Unique WOS ID);Pubmed Id;Open Access Designations;Highly Cited Status;Hot Paper Status;Date of Export;
S;"Das, S; Kolya, AK";;"Abraham, A; Dutta, P; Mandal, JK; Bhattacharya, A; Dutta, S";;"Das, Sourav; Kolya, Anup Kumar";;;A Theoretic Approach to Music Genre Recognition from Musical Features Using Single-Layer Feedforward Neural Network;EMERGING TECHNOLOGIES IN DATA MINING AND INFORMATION SECURITY, IEMIS 2018, VOL 1;Advances in Intelligent Systems and Computing;;;;Springer International Conference on Emerging Technologies in Data Mining and Information Security (IEMIS);FEB 23-25, 2018;Kolkata, INDIA;Springer;;;;;;;;;;;;;;;;;;;;;2194-5357;2194-5365;"978-981-13-1951-8; 978-981-13-1950-1";;;;2019;755;;;;;;145;155;;10.1007/978-981-13-1951-8_14;;;;;;;WOS:000589273800014;;;;;;
S;"Chunka, C; Goswami, RS; Banerjee, S";;"Abraham, A; Dutta, P; Mandal, JK; Bhattacharya, A; Dutta, S";;"Chunka, Chukhu; Goswami, Rajat Subhra; Banerjee, Subhasish";;;A Novel Approach to Generate Symmetric Key in Cryptography Using Genetic Algorithm (GA);EMERGING TECHNOLOGIES IN DATA MINING AND INFORMATION SECURITY, IEMIS 2018, VOL 1;Advances in Intelligent Systems and Computing;;;;Springer International Conference on Emerging Technologies in Data Mining and Information Security (IEMIS);FEB 23-25, 2018;Kolkata, INDIA;Springer;;;;;;;;;;;;;;;;;;;;;2194-5357;2194-5365;"978-981-13-1951-8; 978-981-13-1950-1";;;;2019;755;;;;;;713;724;;10.1007/978-981-13-1951-8_64;;;;;;;WOS:000589273800064;;;;;;
S;Sharma, M;;"Rathore, VS; Worring, M; Mishra, DK; Joshi, A; Maheshwari, S";;Sharma, Manu;;;Augmented Intelligence: A Way for Helping Universities to Make Smarter Decisions;EMERGING TRENDS IN EXPERT APPLICATIONS AND SECURITY;Advances in Intelligent Systems and Computing;;;;International Conference on Emerging Trends in Expert Applications and Security (ICETEAS);FEB 17-18, 2018;Jaipur Engn Coll & Res Ctr, Jaipur, INDIA;JECRC Fdn;Jaipur Engn Coll & Res Ctr;;;;;;;;;;;;;;;;;;;;2194-5357;2194-5365;"978-981-13-2285-3; 978-981-13-2284-6";;;;2019;841;;;;;;89;95;;10.1007/978-981-13-2285-3_11;;;;;;;WOS:000589188000011;;;;;;
S;"Chaturvedi, P; Saxena, M; Sharma, B";;"Rathore, VS; Worring, M; Mishra, DK; Joshi, A; Maheshwari, S";;"Chaturvedi, Poonam; Saxena, Mohit; Sharma, Bhavna";;;A Bounding Box Approach for Performing Dynamic Optical Character Recognition in MATLAB;EMERGING TRENDS IN EXPERT APPLICATIONS AND SECURITY;Advances in Intelligent Systems and Computing;;;;International Conference on Emerging Trends in Expert Applications and Security (ICETEAS);FEB 17-18, 2018;Jaipur Engn Coll & Res Ctr, Jaipur, INDIA;JECRC Fdn;Jaipur Engn Coll & Res Ctr;;;;;;;;;;;;;;;;;;;;2194-5357;2194-5365;"978-981-13-2285-3; 978-981-13-2284-6";;;;2019;841;;;;;;117;123;;10.1007/978-981-13-2285-3_15;;;;;;;WOS:000589188000015;;;;;;
S;"Desai, H; Sheikh, MFA; Sharma, SK";;"Rathore, VS; Worring, M; Mishra, DK; Joshi, A; Maheshwari, S";;"Desai, Hiral; Sheikh, Mohammed Firdos Alam; Sharma, Satyendra K.";;;Multi-purposed Question Answer Generator with Natural Language Processing;EMERGING TRENDS IN EXPERT APPLICATIONS AND SECURITY;Advances in Intelligent Systems and Computing;;;;International Conference on Emerging Trends in Expert Applications and Security (ICETEAS);FEB 17-18, 2018;Jaipur Engn Coll & Res Ctr, Jaipur, INDIA;JECRC Fdn;Jaipur Engn Coll & Res Ctr;;;;;;;;SHEIKH, MOHAMMED FIRDOS/0000-0002-8405-8482;;;;;;;;;;;;2194-5357;2194-5365;"978-981-13-2285-3; 978-981-13-2284-6";;;;2019;841;;;;;;139;145;;10.1007/978-981-13-2285-3_18;;;;;;;WOS:000589188000018;;;;;;
S;"Baid, P; Chaplot, N";;"Rathore, VS; Worring, M; Mishra, DK; Joshi, A; Maheshwari, S";;"Baid, Palak; Chaplot, Neelam";;;Sentiment Analysis of Live Tweets After Elections;EMERGING TRENDS IN EXPERT APPLICATIONS AND SECURITY;Advances in Intelligent Systems and Computing;;;;International Conference on Emerging Trends in Expert Applications and Security (ICETEAS);FEB 17-18, 2018;Jaipur Engn Coll & Res Ctr, Jaipur, INDIA;JECRC Fdn;Jaipur Engn Coll & Res Ctr;;;;;;;;;;;;;;;;;;;;2194-5357;2194-5365;"978-981-13-2285-3; 978-981-13-2284-6";;;;2019;841;;;;;;307;314;;10.1007/978-981-13-2285-3_36;;;;;;;WOS:000589188000036;;;;;;
S;"Nazir, N; Rajab, S; Sharma, V";;"Rathore, VS; Worring, M; Mishra, DK; Joshi, A; Maheshwari, S";;"Nazir, Nahida; Rajab, Sharifa; Sharma, Vinod";;;State-of-the-Art Artificial Intelligence Techniques in Heart Disease Diagnosis;EMERGING TRENDS IN EXPERT APPLICATIONS AND SECURITY;Advances in Intelligent Systems and Computing;;;;International Conference on Emerging Trends in Expert Applications and Security (ICETEAS);FEB 17-18, 2018;Jaipur Engn Coll & Res Ctr, Jaipur, INDIA;JECRC Fdn;Jaipur Engn Coll & Res Ctr;;;;;;;;;;;;;;;;;;;;2194-5357;2194-5365;"978-981-13-2285-3; 978-981-13-2284-6";;;;2019;841;;;;;;651;657;;10.1007/978-981-13-2285-3_76;;;;;;;WOS:000589188000076;;;;;;
B;"Panda, DK; Awan, AA; Subramoni, H";;;ACM;"Panda, Dhabaleswar K. (DK); Awan, Ammar Ahmad; Subramoni, Hari";;;High Performance Distributed Deep Learning: A Beginner's Guide;PROCEEDINGS OF THE 24TH SYMPOSIUM ON PRINCIPLES AND PRACTICE OF PARALLEL PROGRAMMING (PPOPP '19);;;;;24th ACM SIGPLAN Symposium on Principles and Practice of Parallel Programming (PPoPP);FEB 16-20, 2019;Washington, DC;Assoc Comp Machinery, ACM SIGPLAN, ACM SIGHPC;;;;;;;;;;;;;;;;;;;;;;;978-1-4503-6225-2;;;;2019;;;;;;;452;454;;10.1145/3293883.3302260;;;;;;;WOS:000587604600059;;;;;;
S;"Puscasiu, A; Fanca, A; Gota, DI; Valean, H";;Precup, RE;;"Puscasiu, Adela; Fanca, Alexandra; Gota, Dan-Ioan; Valean, Honoriu";;;Dynamic routing of traffic based on greenhouse gases measurements;2019 23RD INTERNATIONAL CONFERENCE ON SYSTEM THEORY, CONTROL AND COMPUTING (ICSTCC);International Conference on System Theory Control and Computing;;;;23rd International Conference on System Theory, Control and Computing (ICSTCC);OCT 09-11, 2019;Sinaia, ROMANIA;Inst Elect & Elect Engineers, IEEE Control Syst Soc, Continental Automot, Hella, Accenture, ATOSS Software, Intel, Nokia, Honeywell, Lives Int, Krohne Solut, Haufe Lexware, Saguaro Technol, Lasting Syst;;;;;;;;;;;;;;;;;;;;;2372-1618;;978-1-7281-0699-1;;;;2019;;;;;;;549;553;;;;;;;;;WOS:000590181100093;;;;;;
S;"Gota, DI; Fanca, A; Puscasiu, A; Valean, H; Miclea, L";;Precup, RE;;"Gota, Dan-Ioan; Fanca, Alexandra; Puscasiu, Adela; Valean, Honoriu; Miclea, Liviu";;;Driving Evaluation Based on Acceleration, Speed and Road Signs;2019 23RD INTERNATIONAL CONFERENCE ON SYSTEM THEORY, CONTROL AND COMPUTING (ICSTCC);International Conference on System Theory Control and Computing;;;;23rd International Conference on System Theory, Control and Computing (ICSTCC);OCT 09-11, 2019;Sinaia, ROMANIA;Inst Elect & Elect Engineers, IEEE Control Syst Soc, Continental Automot, Hella, Accenture, ATOSS Software, Intel, Nokia, Honeywell, Lives Int, Krohne Solut, Haufe Lexware, Saguaro Technol, Lasting Syst;;;;;;;;;;;;;;;;;;;;;2372-1618;;978-1-7281-0699-1;;;;2019;;;;;;;554;559;;;;;;;;;WOS:000590181100094;;;;;;
S;"Logofatu, D; Leon, F; Muharerni, F";;Precup, RE;;"Logofatu, Doina; Leon, Florin; Muharerni, Fitore";;;General Video Game AI Controller - Integrating Three Algorithms to Bring a New Solution;2019 23RD INTERNATIONAL CONFERENCE ON SYSTEM THEORY, CONTROL AND COMPUTING (ICSTCC);International Conference on System Theory Control and Computing;;;;23rd International Conference on System Theory, Control and Computing (ICSTCC);OCT 09-11, 2019;Sinaia, ROMANIA;Inst Elect & Elect Engineers, IEEE Control Syst Soc, Continental Automot, Hella, Accenture, ATOSS Software, Intel, Nokia, Honeywell, Lives Int, Krohne Solut, Haufe Lexware, Saguaro Technol, Lasting Syst;;;;;;;;;;;;;;;;;;;;;2372-1618;;978-1-7281-0699-1;;;;2019;;;;;;;856;859;;;;;;;;;WOS:000590181100144;;;;;;
S;"Hassan, A; Hussein, WM; Said, E; Hanafy, ME";;;IEEE;"Hassan, Ahmed; Hussein, Wessam M.; Said, Ehab; Hanafy, Mohamed E.";;;A Deep Learning Framework for Automatic Airplane Detection in Remote Sensing Satellite Images;2019 IEEE AEROSPACE CONFERENCE;IEEE Aerospace Conference Proceedings;;;;IEEE Aerospace Conference;MAR 02-09, 2019;Big Sky, MT;IEEE;;;;;;;;Hussein, Wessam/AAH-6685-2020;;;;;;;;;;;;;1095-323X;;978-1-5386-6854-2;;;;2019;;;;;;;;;;;;;;;;;WOS:000481648202064;;;;;;
B;"Korki, M; Shankar, ND; Shah, RN; Waseem, SM; Hodges, S";;;IEEE;"Korki, Mehdi; Shankar, Nikhil Dwarakanath; Shah, Raj Naymeshbhai; Waseem, Syed Muhammad; Hodges, Steven";;;Automatic Fault Detection of Power Lines using Unmanned Aerial Vehicle (UAV);2019 1ST INTERNATIONAL CONFERENCE ON UNMANNED VEHICLE SYSTEMS-OMAN (UVS);;;;;1st International Conference on Unmanned Vehicle Systems-Oman (UVS);FEB 05-07, 2019;Sultan Qaboos Univ, Muscat, OMAN;IEEE Oman Sect, Coll Engn;Sultan Qaboos Univ;;;;;;;;;;;;;;;;;;;;;;978-1-5386-9368-1;;;;2019;;;;;;;;;;;;;;;;;WOS:000469508600004;;;;;;
S;"Xing, Y; Weng, J; Wang, YS; Sui, LZ; Shan, Y; Wang, Y";;;IEEE;"Xing, Yu; Weng, Jian; Wang, Yushun; Sui, Lingzhi; Shan, Yi; Wang, Yu";;;An In-depth Comparison of Compilers for Deep Neural Networks on Hardware;2019 IEEE INTERNATIONAL CONFERENCE ON EMBEDDED SOFTWARE AND SYSTEMS (ICESS);IEEE International Conference on Embedded Software and Systems ICESS;;;;IEEE International Conference on Embedded Software and Systems (ICESS);JUN 02-03, 2019;Las Vegas, NV;IEEE;;;;;;;;WANG, Yu/B-7985-2011;WANG, Yu/0000-0001-6108-5157;;;;;;;;;;;;2576-3504;2576-3512;978-1-7281-2437-7;;;;2019;;;;;;;;;;;;;;;;;WOS:000500473900011;;;;;;
S;"Chang, KW; Chang, TS";;;IEEE;"Chang, Kuo-Wei; Chang, Tian-Sheuan";;;VSCNN: Convolution Neural Network Accelerator With Vector Sparsity;2019 IEEE INTERNATIONAL SYMPOSIUM ON CIRCUITS AND SYSTEMS (ISCAS);IEEE International Symposium on Circuits and Systems;;;;IEEE International Symposium on Circuits and Systems (IEEE ISCAS);MAY 26-29, 2019;Sapporo, JAPAN;IEEE, IEEE Circuits & Syst Soc, Hokkaido Univ, Global Inst Collaborat Res & Educ, Big Data & Cybersecur, Springer Nature, River Publishers, Sci Council Japan, IEEE Circuits & Syst Soc Japan Joint Chapter, IEEE Circuits & Syst Soc Fukuoka Chapter, IEEE Circuits & Syst Soc Kansai Chapter, IEEE Circuits & Syst Soc Shikoku Chapter;;;;;;;;;;;;;;;;;;;;;0271-4302;;978-1-7281-0397-6;;;;2019;;;;;;;;;;;;;;;;;WOS:000483076401148;;;;;;
B;"Maadani, M; Shabro, M; Alavikia, Z";;;IEEE;"Maadani, Mohsen; Shabro, Maryam; Alavikia, Zahra";;;Analysis of Demand-side Business Opportunities in Iran, as a Digital Transformation Perspective;34TH INTERNATIONAL POWER SYSTEM CONFERENCE (PSC2019);;;;;34th International Power System Conference (PSC);DEC 09-11, 2019;Niroo Res Inst, Tehran, IRAN;;Niroo Res Inst;;;;;;;;;;;;;;;;;;;;;;978-1-7281-5273-8;;;;2019;;;;;;;46;51;;;;;;;;;WOS:000588274300009;;;;;;
S;"Hora, A; Jain, S";;"Luhach, AK; Singh, D; Hsiung, PA; Hawari, KBG; Lingras, P; Singh, PK";;"Hora, Anjali; Jain, Sarika";;;Integrating Ontology Learning and R for Providing Services Efficiently in Cities;ADVANCED INFORMATICS FOR COMPUTING RESEARCH, ICAICR 2018, PT I;Communications in Computer and Information Science;;;;2nd International Conference on Advanced Informatics for Computing Research (ICAICR);JUL 14-15, 2018;Shimla, INDIA;Comp Soc India, Chandigarh Chapter, So Fed Univ;;;;;;;;Jain, Sarika/C-8606-2012;Jain, Sarika/0000-0002-7432-8506;;;;;;;;;;;;1865-0929;1865-0937;"978-981-13-3140-4; 978-981-13-3139-8";;;;2019;955;;;;;;3;12;;10.1007/978-981-13-3140-4_1;;;;;;;WOS:000590395700001;;;;;;
S;"Verma, A; Sharma, S; Gupta, P";;"Luhach, AK; Singh, D; Hsiung, PA; Hawari, KBG; Lingras, P; Singh, PK";;"Verma, Ambica; Sharma, Shilpa; Gupta, Priyanka";;;RNN-LSTM Based Indoor Scene Classification with HoG Features;ADVANCED INFORMATICS FOR COMPUTING RESEARCH, ICAICR 2018, PT I;Communications in Computer and Information Science;;;;2nd International Conference on Advanced Informatics for Computing Research (ICAICR);JUL 14-15, 2018;Shimla, INDIA;Comp Soc India, Chandigarh Chapter, So Fed Univ;;;;;;;;;;;;;;;;;;;;;1865-0929;1865-0937;"978-981-13-3140-4; 978-981-13-3139-8";;;;2019;955;;;;;;149;159;;10.1007/978-981-13-3140-4_14;;;;;;;WOS:000590395700014;;;;;;
S;"Garg, D; Goel, P; Kandaswamy, G; Ganatra, A; Kotecha, K";;"Luhach, AK; Singh, D; Hsiung, PA; Hawari, KBG; Lingras, P; Singh, PK";;"Garg, Dweepna; Goel, Parth; Kandaswamy, Gokulnath; Ganatra, Amit; Kotecha, Ketan";;;A Roadmap to Deep Learning: A State-of-the-Art Step Towards Machine Learning;ADVANCED INFORMATICS FOR COMPUTING RESEARCH, ICAICR 2018, PT I;Communications in Computer and Information Science;;;;2nd International Conference on Advanced Informatics for Computing Research (ICAICR);JUL 14-15, 2018;Shimla, INDIA;Comp Soc India, Chandigarh Chapter, So Fed Univ;;;;;;;;Kotecha, K/U-3927-2017;Kotecha, K/0000-0003-2653-3780;;;;;;;;;;;;1865-0929;1865-0937;"978-981-13-3140-4; 978-981-13-3139-8";;;;2019;955;;;;;;160;170;;10.1007/978-981-13-3140-4_15;;;;;;;WOS:000590395700015;;;;;;
S;"Kaur, R; Sharma, S";;"Luhach, AK; Singh, D; Hsiung, PA; Hawari, KBG; Lingras, P; Singh, PK";;"Kaur, Rajdeep; Sharma, Sumit";;;An ANN Based Approach for Software Fault Prediction Using Object Oriented Metrics;ADVANCED INFORMATICS FOR COMPUTING RESEARCH, ICAICR 2018, PT I;Communications in Computer and Information Science;;;;2nd International Conference on Advanced Informatics for Computing Research (ICAICR);JUL 14-15, 2018;Shimla, INDIA;Comp Soc India, Chandigarh Chapter, So Fed Univ;;;;;;;;;;;;;;;;;;;;;1865-0929;1865-0937;"978-981-13-3140-4; 978-981-13-3139-8";;;;2019;955;;;;;;341;354;;10.1007/978-981-13-3140-4_31;;;;;;;WOS:000590395700031;;;;;;
S;"Sharma, S; Madaan, V; Agrawal, P; Garg, NK";;"Luhach, AK; Singh, D; Hsiung, PA; Hawari, KBG; Lingras, P; Singh, PK";;"Sharma, Sumit; Madaan, Vishu; Agrawal, Prateek; Garg, Narendra Kumar";;;Heart Disease Prediction Using Fuzzy System;ADVANCED INFORMATICS FOR COMPUTING RESEARCH, ICAICR 2018, PT I;Communications in Computer and Information Science;;;;2nd International Conference on Advanced Informatics for Computing Research (ICAICR);JUL 14-15, 2018;Shimla, INDIA;Comp Soc India, Chandigarh Chapter, So Fed Univ;;;;;;;;;Agrawal, Prateek/0000-0001-6861-0698;;;;;;;;;;;;1865-0929;1865-0937;"978-981-13-3140-4; 978-981-13-3139-8";;;;2019;955;;;;;;424;434;;10.1007/978-981-13-3140-4_38;;;;;;;WOS:000590395700038;;;;;;
S;"Jigyasu, R; Mathew, L; Sharma, A";;"Luhach, AK; Singh, D; Hsiung, PA; Hawari, KBG; Lingras, P; Singh, PK";;"Jigyasu, Rajvardhan; Mathew, Lini; Sharma, Amandeep";;;Multiple Faults Diagnosis of Induction Motor Using Artificial Neural Network;ADVANCED INFORMATICS FOR COMPUTING RESEARCH, ICAICR 2018, PT I;Communications in Computer and Information Science;;;;2nd International Conference on Advanced Informatics for Computing Research (ICAICR);JUL 14-15, 2018;Shimla, INDIA;Comp Soc India, Chandigarh Chapter, So Fed Univ;;;;;;;;;;;;;;;;;;;;;1865-0929;1865-0937;"978-981-13-3140-4; 978-981-13-3139-8";;;;2019;955;;;;;;701;710;;10.1007/978-981-13-3140-4_63;;;;;;;WOS:000590395700063;;;;;;
S;"Boesl, DBO; Bode, M";;;IEEE;"Boesl, Dominik B. O.; Bode, Martina";;;Signaling Sustainable Robotics - a Concept to Implement the Idea of Robotic Governance;2019 IEEE 23RD INTERNATIONAL CONFERENCE ON INTELLIGENT ENGINEERING SYSTEMS (INES 2019);IEEE International Conference on Intelligent Engineering Systems;;;;23rd IEEE International Conference on Intelligent Engineering Systems (INES);APR 25-27, 2019;Godollo, HUNGARY;IEEE, Obuda Univ, IEEE Hungary Sect, Hungarian Fuzzy Assoc, IEEE Joint Chapter IES & RAS, IEEE SMC Chapter, IEEE Control Syst Chapter, IEEE Ind Elect Soc;;;;;;;;;;;;;;;;;;;;;1562-5850;;978-1-7281-1213-8;;;;2019;;;;;;;143;146;;;;;;;;;WOS:000589668400023;;;;;;
S;"Boesl, DBO; Bode, M; Greisel, S";;;IEEE;"Boesl, Dominik B. O.; Bode, Martina; Greisel, Sandra";;;Successful Consumer Robotics beyond Science Fiction - Use Case based Requirements Engineering for Product Development of a Consumer Robot;2019 IEEE 23RD INTERNATIONAL CONFERENCE ON INTELLIGENT ENGINEERING SYSTEMS (INES 2019);IEEE International Conference on Intelligent Engineering Systems;;;;23rd IEEE International Conference on Intelligent Engineering Systems (INES);APR 25-27, 2019;Godollo, HUNGARY;IEEE, Obuda Univ, IEEE Hungary Sect, Hungarian Fuzzy Assoc, IEEE Joint Chapter IES & RAS, IEEE SMC Chapter, IEEE Control Syst Chapter, IEEE Ind Elect Soc;;;;;;;;;;;;;;;;;;;;;1562-5850;;978-1-7281-1213-8;;;;2019;;;;;;;159;163;;;;;;;;;WOS:000589668400026;;;;;;
S;"Li, H; Alghowinem, S; Caldwell, S; Gedeon, T";;;IEEE;"Li, Huaer; Alghowinem, Sharifa; Caldwell, Sabrina; Gedeon, Tom";;;Interpretation of Occluded Face Detection Using Convolutional Neural Network;2019 IEEE 23RD INTERNATIONAL CONFERENCE ON INTELLIGENT ENGINEERING SYSTEMS (INES 2019);IEEE International Conference on Intelligent Engineering Systems;;;;23rd IEEE International Conference on Intelligent Engineering Systems (INES);APR 25-27, 2019;Godollo, HUNGARY;IEEE, Obuda Univ, IEEE Hungary Sect, Hungarian Fuzzy Assoc, IEEE Joint Chapter IES & RAS, IEEE SMC Chapter, IEEE Control Syst Chapter, IEEE Ind Elect Soc;;;;;;;;;;;;;;;;;;;;;1562-5850;;978-1-7281-1213-8;;;;2019;;;;;;;165;170;;;;;;;;;WOS:000589668400027;;;;;;
S;Lazanyi, K;;;IEEE;Lazanyi, Kornelia;;;Generation Z and Y - are they different, when it comes to trust in robots?;2019 IEEE 23RD INTERNATIONAL CONFERENCE ON INTELLIGENT ENGINEERING SYSTEMS (INES 2019);IEEE International Conference on Intelligent Engineering Systems;;;;23rd IEEE International Conference on Intelligent Engineering Systems (INES);APR 25-27, 2019;Godollo, HUNGARY;IEEE, Obuda Univ, IEEE Hungary Sect, Hungarian Fuzzy Assoc, IEEE Joint Chapter IES & RAS, IEEE SMC Chapter, IEEE Control Syst Chapter, IEEE Ind Elect Soc;;;;;;;;;;;;;;;;;;;;;1562-5850;;978-1-7281-1213-8;;;;2019;;;;;;;191;194;;;;;;;;;WOS:000589668400032;;;;;;
S;"Longo, CF; Santoro, C; Santoro, FF";;;IEEE;"Longo, Carmelo Fabio; Santoro, Corrado; Santoro, Federico Fausto";;;Meaning Extraction in a Domotic Assistant Agent Interacting by means of Natural Language;2019 IEEE 28TH INTERNATIONAL CONFERENCE ON ENABLING TECHNOLOGIES: INFRASTRUCTURE FOR COLLABORATIVE ENTERPRISES (WETICE);IEEE International Workshops on Enabling Technologies: Infrastructure for Collaborative Enterprises Proceedings;;;;28th IEEE International Conference on Enabling Technologies - Infrastructure for Collaborative Enterprises (WETICE);JUN 12-14, 2019;Capri, ITALY;IEEE, IEEE Comp Soc;;;;;;;;;;;;;;;;;;;;;1524-4547;2641-8169;978-1-7281-0676-2;;;;2019;;;;;;;21;26;;10.1109/WETICE.2019.00013;;;;;;;WOS:000589384600005;;;;;;
B;"Afifi, AM; Alhosainy, OH; Elias, CM; Shehata, OM; Morgan, EI";;;IEEE;"Afifi, Ahmed M.; Alhosainy, Omar H.; Elias, Catherine M.; Shehata, Omar M.; Morgan, Elsayed I.";;;Deep Policy-Gradient Based Path Planning and Reinforcement Cooperative Q-Learning Behavior of Multi-Vehicle Systems;2019 IEEE INTERNATIONAL CONFERENCE OF VEHICULAR ELECTRONICS AND SAFETY (ICVES 19);;;;;IEEE International Conference on Vehicular Electronics and Safety (ICVES);SEP 04-06, 2019;Cairo, EGYPT;IEEE;;;;;;;;Shehata, Omar M./AAU-6829-2020;Shehata, Omar M./0000-0002-3604-3534;;;;;;;;;;;;;;978-1-7281-3473-4;;;;2019;;;;;;;;;;;;;;;;;WOS:000535695600035;;;;;;
S;"Modarresi, K; Diner, J";;"Rodrigues, JMF; Cardoso, PJS; Monteiro, J; Lam, R; Krzhizhanovskaya, VV; Lees, MH; Dongarra, JJ; Sloot, PMA";;"Modarresi, Kourosh; Diner, Jamie";;;An Evaluation Metric for Content Providing Models, Recommendation Systems, and Online Campaigns;COMPUTATIONAL SCIENCE - ICCS 2019, PT II;Lecture Notes in Computer Science;;;;19th Annual International Conference on Computational Science (ICCS);JUN 12-14, 2019;Faro, PORTUGAL;;;;;;;;;;;;;;;;;;;;;;0302-9743;1611-3349;"978-3-030-22741-8; 978-3-030-22740-1";;;;2019;11537;;;;;;550;563;;10.1007/978-3-030-22741-8_39;;;;;;;WOS:000589290600039;;;;;;
S;"Aghamohammadi, M; Madan, M; Hong, JK; Watson, I";;"Rodrigues, JMF; Cardoso, PJS; Monteiro, J; Lam, R; Krzhizhanovskaya, VV; Lees, MH; Dongarra, JJ; Sloot, PMA";;"Aghamohammadi, Mehrdad; Madan, Manvi; Hong, Jung Ki; Watson, Ian";;;Predicting Heart Attack Through Explainable Artificial Intelligence;COMPUTATIONAL SCIENCE - ICCS 2019, PT II;Lecture Notes in Computer Science;;;;19th Annual International Conference on Computational Science (ICCS);JUN 12-14, 2019;Faro, PORTUGAL;;;;;;;;;;;;;;;;;;;;;;0302-9743;1611-3349;"978-3-030-22741-8; 978-3-030-22740-1";;;;2019;11537;;;;;;633;645;;10.1007/978-3-030-22741-8_45;;;;;;;WOS:000589290600045;;;;;;
S;"Pacaci, G; Johnson, D; McKeever, S; Hamfelt, A";;"Rodrigues, JMF; Cardoso, PJS; Monteiro, J; Lam, R; Krzhizhanovskaya, VV; Lees, MH; Dongarra, JJ; Sloot, PMA";;"Pacaci, Gorkem; Johnson, David; McKeever, Steve; Hamfelt, Andreas";;;Why Did You Do That? Explaining Black Box Models with Inductive Synthesis;COMPUTATIONAL SCIENCE - ICCS 2019, PT V;Lecture Notes in Computer Science;;;;19th Annual International Conference on Computational Science (ICCS);JUN 12-14, 2019;Faro, PORTUGAL;;;;;;;;;;;;;;;;;;;;;;0302-9743;1611-3349;"978-3-030-22750-0; 978-3-030-22749-4";;;;2019;11540;;;;;;334;345;;10.1007/978-3-030-22750-0_27;;;;;;;WOS:000589285300026;;;;;;
S;"Kuk, K; Angeleski, M; Popovic, B";;;IEEE;"Kuk, Kristijan; Angeleski, Misa; Popovic, Brankica";;;A Semi-automated generation of Entity-Relationship Diagram based on Morphosyntactic Tagging from the Requirements Written in a Serbian Natural Language;IEEE JOINT 19TH INTERNATIONAL SYMPOSIUM ON COMPUTATIONAL INTELLIGENCE AND INFORMATICS AND 7TH INTERNATIONAL CONFERENCE ON RECENT ACHIEVEMENTS IN MECHATRONICS, AUTOMATION, COMPUTER SCIENCES AND ROBOTICS (CINTI-MACRO 2019);International Symposium on Computational Intelligence and Informatics;;;;IEEE Joint 19th International Symposium on Computational Intelligence and Informatics / 7th International Conference on Recent Achievements in Mechatronics, Automation, Computer Sciences and Robotics;NOV 14-16, 2019;Szeged, HUNGARY;IEEE, Hungarian Fuzzy Assoc, Obuda Univ;;;;;;;;;;;;;;;;;;;;;2380-8586;2471-9269;978-1-7281-5625-5;;;;2019;;;;;;;85;90;;;;;;;;;WOS:000589654200016;;;;;;
S;"Tollner, D; Cao, H; Zoldy, M";;;IEEE;"Tollner, David; Cao, Hang; Zoldy, Mate";;;Artificial Intellgence Based Decision Making of Autonomous Vehicles Before Entering Roundabout;IEEE JOINT 19TH INTERNATIONAL SYMPOSIUM ON COMPUTATIONAL INTELLIGENCE AND INFORMATICS AND 7TH INTERNATIONAL CONFERENCE ON RECENT ACHIEVEMENTS IN MECHATRONICS, AUTOMATION, COMPUTER SCIENCES AND ROBOTICS (CINTI-MACRO 2019);International Symposium on Computational Intelligence and Informatics;;;;IEEE Joint 19th International Symposium on Computational Intelligence and Informatics / 7th International Conference on Recent Achievements in Mechatronics, Automation, Computer Sciences and Robotics;NOV 14-16, 2019;Szeged, HUNGARY;IEEE, Hungarian Fuzzy Assoc, Obuda Univ;;;;;;;;;;;;;;;;;;;;;2380-8586;2471-9269;978-1-7281-5625-5;;;;2019;;;;;;;181;186;;;;;;;;;WOS:000589654200032;;;;;;
